transactie_id,datum,ministerie,categorie,leverancier,begroot_bedrag,werkelijk_bedrag,betaalstatus,inkoopmethode,factuurnummer,omschrijving
TRX-001818,2026-09-02,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,SecureIT Nederland,6676.6,5488.48,Betaald,Raamovereenkomst,INV-2026-001818,Applicatiebeheer
TRX-002706,2026-11-14,Ministerie van Economische Zaken,Inkoop,Onderzoek & Advies BV,9564.9,9894.71,Openstaand,Meervoudig onderhands,INV-2026-002706,Kantoorartikelen
TRX-004725,2026-05-29,Ministerie van Economische Zaken,ICT,CloudWorks BV,7157.24,9712.9,Betaald,Raamovereenkomst,INV-2026-004725,Applicatiebeheer
TRX-002415,2026-08-16,Ministerie van Financiën,Inkoop,Nationale Services,1473.99,1355.36,Betaald,Aanbesteding,INV-2026-002415,Materiaalinkoop
TRX-006585,2026-10-01,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,DataSoft BV,1342.8,1587.14,Betaald,Aanbesteding,INV-2026-006585,Kantoorhuur
TRX-000806,2026-07-09,Ministerie van Infrastructuur en Waterstaat,Inkoop,Publieke Diensten BV,4945.28,3989.85,Betaald,Aanbesteding,INV-2026-000806,Kantoorartikelen
TRX-002512,2026-11-09,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,DataSoft BV,1983.5,1686.5,Openstaand,Enkelvoudig onderhands,INV-2026-002512,Dienstverlening
TRX-005547,2026-09-13,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Nationale Services,47315.36,42100.24,Betaald,Aanbesteding,INV-2026-005547,Personeelsadvies
TRX-000585,2026-11-14,Ministerie van Sociale Zaken en Werkgelegenheid,Onderzoek,Infra Solutions,4158.63,4553.84,Betaald,Aanbesteding,INV-2026-000585,Dataonderzoek
TRX-001549,2026-11-17,Ministerie van Financiën,ICT,Delta Consulting,11992.08,13187.16,Betaald,Enkelvoudig onderhands,INV-2026-001549,Hardware en werkplekken
TRX-001813,2026-11-15,Ministerie van Economische Zaken,Reizen,Nationale Services,8557.41,10774.85,Betaald,Meervoudig onderhands,INV-2026-001813,Dienstreis
TRX-007322,2026-04-12,Ministerie van Infrastructuur en Waterstaat,Inkoop,Publieke Diensten BV,4480.93,4513.7,Betaald,Raamovereenkomst,INV-2026-007322,Algemene inkoop
TRX-004379,2026-04-14,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Infra Solutions,6213.74,6118.51,Openstaand,Aanbesteding,INV-2026-004379,Cybersecuritydiensten
TRX-005464,2026-09-28,Ministerie van Infrastructuur en Waterstaat,ICT,GovTech Nederland,4178.39,3910.95,Openstaand,Meervoudig onderhands,INV-2026-005464,Cloudhosting
TRX-005455,2026-05-29,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,Delta Consulting,1890.38,1531.23,Betaald,Aanbesteding,INV-2026-005455,Organisatieadvies
TRX-002935,2026-11-09,Ministerie van Financien ,ICT,Onderzoek & Advies BV,7128.75,7531.17,Betaald,Enkelvoudig onderhands,INV-2026-002935,Softwarelicenties
TRX-005836,2026-05-18,Ministerie van Economische Zaken,Personeel,CloudWorks BV,5179.64,4034.25,Betaald,Raamovereenkomst,INV-2026-005836,Opleiding en training
TRX-000318,2026-05-18,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,DataSoft BV,5416.65,3701.71,Openstaand,Enkelvoudig onderhands,INV-2026-000318,Applicatiebeheer
TRX-001416,2026-09-18,Ministerie van Economische Zaken,Huisvesting,CloudWorks BV,5556.85,5137.54,Betaald,Aanbesteding,INV-2026-001416,Kantoorhuur
TRX-005058,2026-04-14,Ministerie van Financiën,Personeel,Insight Partners,25256.26,27874.53,Betaald,Raamovereenkomst,INV-2026-005058,Externe inhuur
TRX-000693,2026-06-15,Ministerie van Financiën,Personeel,Nationale Services,2360.13,2316.59,Betaald,Meervoudig onderhands,INV-2026-000693,Externe inhuur
TRX-003178,2026-03-03,Ministerie van Economische Zaken,ICT,Onderzoek & Advies BV,4590.84,3479.85,Openstaand,Raamovereenkomst,INV-2026-003178,Softwarelicenties
TRX-005870,2026-06-14,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,SecureIT Nederland,2789.01,2988.16,Betaald,Enkelvoudig onderhands,INV-2026-005870,Strategisch advies
TRX-006142,2026-02-08,Ministerie van Financiën,ICT,CloudWorks BV,5459.33,4464.98,Betaald,Aanbesteding,INV-2026-006142,Cloudhosting
TRX-004325,2026-08-30,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,Infra Solutions,25811.67,23428.46,Betaald,Meervoudig onderhands,INV-2026-004325,Strategisch advies
TRX-002856,2026-07-19,Ministerie van Infrastructuur en Waterstaat,ICT,NA,6574.06,7270.3,Betaald,Raamovereenkomst,INV-2026-002856,Applicatiebeheer
TRX-001102,2026-02-10,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,CloudWorks BV,4919.35,3143.18,Betaald,Aanbesteding,INV-2026-001102,Onderhoud gebouw
TRX-003234,2026-04-10,Ministerie van Economische Zaken,Huisvesting,Delta Consulting,11512.1,8931.35,Geannuleerd,Raamovereenkomst,INV-2026-003234,Facilitaire diensten
TRX-003201,2026-06-20,Ministerie van Economische Zaken,Reizen,SecureIT Nederland,3355.73,3409.52,Betaald,Meervoudig onderhands,INV-2026-003201,Treinkosten
TRX-001356,2026-07-27,Ministerie van Economische Zaken,Huisvesting,Insight Partners,1561.73,1843.41,Openstaand,Meervoudig onderhands,INV-2026-001356,Kantoorhuur
TRX-005953,2026-09-22,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Huisvesting,Publieke Diensten BV,2990.03,3002.19,Betaald,Meervoudig onderhands,INV-2026-005953,Kantoorhuur
TRX-002308,geen datum,Ministerie van Financiën,Inkoop,Publieke Diensten BV,2135.47,2462.69,Geannuleerd,Meervoudig onderhands,INV-2026-002308,Materiaalinkoop
TRX-002099,2026-10-05,Ministerie van Economische Zaken,Reizen,Onderzoek & Advies BV,2662.82,3214.85,Betaald,Aanbesteding,INV-2026-002099,Internationale reis
TRX-006184,2026-02-24,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,Nationale Services,9026.89,11133.6,Betaald,Meervoudig onderhands,INV-2026-006184,Organisatieadvies
TRX-006627,2026-07-29,Ministerie van Infrastructuur en Waterstaat,Personeel,SecureIT Nederland,6271.88,6448.45,Betaald,Aanbesteding,INV-2026-006627,Opleiding en training
TRX-003205,2026-04-15,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,NA,2914.94,2036.98,Betaald,Aanbesteding,INV-2026-003205,Facilitaire diensten
TRX-000503,2026-08-21,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,Nationale Services,3216.31,3081.63,Betaald,Meervoudig onderhands,INV-2026-000503,Strategisch advies
TRX-007137,2026-03-22,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Huisvesting,Publieke Diensten BV,4684.27,3780.59,Betaald,Raamovereenkomst,INV-2026-007137,Kantoorhuur
TRX-006811,2026-02-28,Ministerie van Infrastructuur en Waterstaat,Reizen,Onderzoek & Advies BV,5351.88,4756.75,Betaald,Aanbesteding,INV-2026-006811,Dienstreis
TRX-000889,2026-12-14,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Delta Consulting,4939.48,4853.91,Betaald,Enkelvoudig onderhands,INV-2026-000889,Softwarelicenties
TRX-004491,2026-05-30,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,GovTech Nederland,3482.19,3544.11,Betaald,Meervoudig onderhands,INV-2026-004491,Energievoorziening
TRX-000066,2026-12-23,Ministerie van Economische Zaken,Huisvesting,Onderzoek & Advies BV,3493.75,4157.69,Betaald,Meervoudig onderhands,INV-2026-000066,Facilitaire diensten
TRX-003802,2026-07-03,Ministerie van Economische Zaken,Onderzoek,CloudWorks BV,3737.05,4958.31,Betaald,Meervoudig onderhands,INV-2026-003802,Dataonderzoek
TRX-000947,2026-02-18,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,Infra Solutions,1910.86,1800.66,Openstaand,Raamovereenkomst,INV-2026-000947,Facilitaire diensten
TRX-003372,2026-04-16,Ministerie van Infrastructuur en Waterstaat,Advies,Nationale Services,3389.6,3752.66,Betaald,Raamovereenkomst,INV-2026-003372,Procesadvies
TRX-000082,2026-09-26,Ministerie van Financiën,ICT,Insight Partners,2943.59,3151.23,Betaald,Aanbesteding,INV-2026-000082,Softwarelicenties
TRX-007052,2026-04-18,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,CloudWorks BV,6219.33,5447.21,Betaald,Aanbesteding,INV-2026-007052,Algemene inkoop
TRX-001357,2026-08-03,Ministerie van Economische Zaken,Reizen,Onderzoek & Advies BV,338.47,353.61,Betaald,Aanbesteding,INV-2026-001357,Internationale reis
TRX-000210,2026-06-30,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Nationale Services,2851.94,2800.5,Betaald,Aanbesteding,INV-2026-000210,Cybersecuritydiensten
TRX-004626,2026-04-11,Ministerie van Infrastructuur en Waterstaat,ICT,Infra Solutions,3560.4,3263.96,Betaald,Aanbesteding,INV-2026-004626,Cloudhosting
TRX-003950,2026-10-13,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Reizen,Onderzoek & Advies BV,7089.39,5609.55,Betaald,Raamovereenkomst,INV-2026-003950,Treinkosten
TRX-003890,2026-03-22,Ministerie van Economische Zaken,ICT,GovTech Nederland,22067.74,24516.97,Betaald,Raamovereenkomst,INV-2026-003890,Hardware en werkplekken
TRX-004828,2026-10-08,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,Delta Consulting,375.71,440.1,Betaald,Meervoudig onderhands,INV-2026-004828,Procesadvies
TRX-004704,2026-11-13,Ministerie van Economische Zaken,ICT,Publieke Diensten BV,586.53,592.63,Betaald,Meervoudig onderhands,INV-2026-004704,Cloudhosting
TRX-006313,2026-04-16,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Delta Consulting,3406.37,2994.04,Betaald,Meervoudig onderhands,INV-2026-006313,Opleiding en training
TRX-000884,2026-09-10,Ministerie van Economische Zaken,Personeel,SecureIT Nederland,3563.23,4000.87,Openstaand,Raamovereenkomst,INV-2026-000884,Opleiding en training
TRX-002284,2026-08-11,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Publieke Diensten BV,2950.9,3152.87,Betaald,Enkelvoudig onderhands,INV-2026-002284,Softwarelicenties
TRX-003391,2026-08-22,Ministerie van Infrastructuur en Waterstaat,ICT,Delta Consulting,5675.89,5641.92,Betaald,Enkelvoudig onderhands,INV-2026-003391,Applicatiebeheer
TRX-001088,2026-06-30,Ministerie van Infrastructuur en Waterstaat,Huisvesting,SecureIT Nederland,5668.67,99143.93,Betaald,Meervoudig onderhands,INV-2026-001088,Energievoorziening
TRX-001172,2026-06-13,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,SecureIT Nederland,4810.57,5985.26,Betaald,Aanbesteding,INV-2026-001172,Kantoorartikelen
TRX-001272,2026-07-24,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Publieke Diensten BV,1678.55,-1891.74,Betaald,Aanbesteding,INV-2026-001272,Cloudhosting
TRX-005723,2026-12-21,Ministerie van Infrastructuur en Waterstaat,Personeel,Infra Solutions,5023.17,5945.91,Betaald,Meervoudig onderhands,INV-2026-005723,Tijdelijke ondersteuning
TRX-006857,2026-06-08,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,Publieke Diensten BV,4712.43,5084.23,Betaald,Aanbesteding,INV-2026-006857,Algemene inkoop
TRX-000828,2026-03-23,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Onderzoek & Advies BV,8616.85,9338.07,Betaald,Raamovereenkomst,INV-2026-000828,Applicatiebeheer
TRX-005255,2026-06-07,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Infra Solutions,5801.21,5669.61,Betaald,Meervoudig onderhands,INV-2026-005255,Cybersecuritydiensten
TRX-005592,2026-04-01,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Huisvesting,Publieke Diensten BV,4357.44,3766.36,Betaald,Enkelvoudig onderhands,INV-2026-005592,Energievoorziening
TRX-003931,2026-08-05,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,CloudWorks BV,9994.48,11858.46,Geannuleerd,Aanbesteding,INV-2026-003931,Personeelsadvies
TRX-002192,2026-03-13,Ministerie van Economische Zaken,Reizen,SecureIT Nederland,744.09,860.76,Openstaand,Meervoudig onderhands,INV-2026-002192,Hotelkosten
TRX-001378,2026-12-21,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Inkoop,Nationale Services,3419.23,2878.47,Betaald,Aanbesteding,INV-2026-001378,Dienstverlening
TRX-003082,2026-08-16,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,GovTech Nederland,1745.72,1617.98,Betaald,Aanbesteding,INV-2026-003082,Tijdelijke ondersteuning
TRX-007396,2026-01-31,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Huisvesting,Onderzoek & Advies BV,1662.02,1742.15,Betaald,Meervoudig onderhands,INV-2026-007396,Facilitaire diensten
TRX-001091,2026-11-08,Ministerie van Economische Zaken,ICT,SecureIT Nederland,4582.58,3690.11,Betaald,Meervoudig onderhands,INV-2026-001091,Softwarelicenties
TRX-003993,2026-12-05,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Infra Solutions,2233.23,2084.95,Betaald,Meervoudig onderhands,INV-2026-003993,Cybersecuritydiensten
TRX-005710,2026-08-02,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Reizen,Onderzoek & Advies BV,2558.99,2790.01,Betaald,Meervoudig onderhands,INV-2026-005710,Dienstreis
TRX-005335,2026-05-18,Ministerie van Economische Zaken,Advies,Publieke Diensten BV,3281.76,3480.74,Betaald,Aanbesteding,INV-2026-005335,Juridisch advies
TRX-002560,2026-07-05,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Onderzoek & Advies BV,2653.95,2691.43,Betaald,Raamovereenkomst,INV-2026-002560,Personeelsadvies
TRX-004443,2026-02-17,Ministerie van Infrastructuur en Waterstaat,Personeel,Onderzoek & Advies BV,7202.17,6278.27,Betaald,Aanbesteding,INV-2026-004443,Personeelsadvies
TRX-003792,2026-05-17,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Onderzoek,Onderzoek & Advies BV,8600.57,8769.98,Betaald,Raamovereenkomst,INV-2026-003792,Dataonderzoek
TRX-002369,2026-04-28,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Onderzoek,SecureIT Nederland,3929.68,4638.86,Betaald,Meervoudig onderhands,INV-2026-002369,Marktonderzoek
TRX-003399,2026-12-15,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,SecureIT Nederland,5265.78,5502.42,Openstaand,Meervoudig onderhands,INV-2026-003399,Opleiding en training
TRX-003772,2026-02-15,Ministerie van Financiën,ICT,Insight Partners,5242.69,4203.32,Openstaand,Aanbesteding,INV-2026-003772,Hardware en werkplekken
TRX-000381,2026-02-28,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Insight Partners,10006.02,10376.79,Betaald,Aanbesteding,INV-2026-000381,Externe inhuur
TRX-006810,2026-02-09,Ministerie van Infrastructuur en Waterstaat,ICT,GovTech Nederland,3805.31,4018.58,Betaald,Aanbesteding,INV-2026-006810,Softwarelicenties
TRX-005712,2026-10-10,Ministerie van Financiën,ICT,Delta Consulting,4074.35,4431.11,Betaald,Aanbesteding,INV-2026-005712,Hardware en werkplekken
TRX-002084,2026-11-19,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Inkoop,Infra Solutions,1861.62,1996.71,Betaald,Meervoudig onderhands,INV-2026-002084,Materiaalinkoop
TRX-002336,2026-03-11,Ministerie van Financiën,ICT,Nationale Services,3364.96,3833.64,Betaald,Meervoudig onderhands,INV-2026-002336,Cloudhosting
TRX-002092,2026-10-30,Ministerie van Economische Zaken,ICT,DataSoft BV,34705.84,31665.07,Betaald,Aanbesteding,INV-2026-002092,Softwarelicenties
TRX-001620,2026-09-18,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Inkoop,CloudWorks BV,4761.12,4636.76,Betaald,Enkelvoudig onderhands,INV-2026-001620,Materiaalinkoop
TRX-003986,2026-01-11,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,Infra Solutions,3239.92,2871.34,Betaald,Enkelvoudig onderhands,INV-2026-003986,Algemene inkoop
TRX-002076,2026-06-16,Ministerie van Infrastructuur en Waterstaat,ICT,CloudWorks BV,651.91,685.8,Betaald,Aanbesteding,INV-2026-002076,Cloudhosting
TRX-006740,2026-06-15,Ministerie van Financiën,Advies,DataSoft BV,22602.03,21344.88,Betaald,Raamovereenkomst,INV-2026-006740,Organisatieadvies
TRX-004922,2026-03-23,Ministerie van Infrastructuur en Waterstaat,ICT,Delta Consulting,3919.88,4933.44,Betaald,Raamovereenkomst,INV-2026-004922,Hardware en werkplekken
TRX-005708,2026-12-30,Ministerie van Infrastructuur en Waterstaat,Personeel,Nationale Services,6791.06,6662.99,Betaald,Enkelvoudig onderhands,INV-2026-005708,Externe inhuur
TRX-003701,2026-03-28,Ministerie van Infrastructuur en Waterstaat,Advies,Delta Consulting,2037.68,2143.87,Betaald,Meervoudig onderhands,INV-2026-003701,Procesadvies
TRX-007065,2026-07-01,Ministerie van Financiën,Onderzoek,CloudWorks BV,4686.33,5291.28,Betaald,Meervoudig onderhands,INV-2026-007065,Marktonderzoek
TRX-003229,2026-12-15,Ministerie van Sociale Zaken en werkgelegenheid ,Advies,GovTech Nederland,637.95,673.55,Betaald,Aanbesteding,INV-2026-003229,Procesadvies
TRX-000192,2026-09-16,Ministerie van Financiën,Inkoop,GovTech Nederland,4317.64,4290.66,Betaald,Meervoudig onderhands,INV-2026-000192,Dienstverlening
TRX-003304,2026-05-02,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Publieke Diensten BV,223.83,231.17,Openstaand,Enkelvoudig onderhands,INV-2026-003304,Applicatiebeheer
TRX-003023,2026-12-03,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,CloudWorks BV,3414.04,3325.53,Betaald,Meervoudig onderhands,INV-2026-003023,Strategisch advies
TRX-004021,2026-10-22,Ministerie van Financiën,Reizen,Infra Solutions,1572.45,1592.81,Betaald,Enkelvoudig onderhands,INV-2026-004021,Hotelkosten
TRX-000683,2026-05-30,Ministerie van Financiën,Inkoop,GovTech Nederland,932.35,1118.96,Betaald,Aanbesteding,INV-2026-000683,Algemene inkoop
TRX-007087,2026-05-01,Ministerie van Economische Zaken,Reizen,Delta Consulting,2008.61,2130.84,Betaald,Raamovereenkomst,INV-2026-007087,Dienstreis
TRX-005241,2026-06-17,Ministerie van Sociale Zaken en Werkgelegenheid,Onderzoek,Delta Consulting,849.76,767.08,Betaald,Meervoudig onderhands,INV-2026-005241,Marktonderzoek
TRX-002404,2026-01-01,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,Insight Partners,7399.07,7603.27,Betaald,Aanbesteding,INV-2026-002404,Opleiding en training
TRX-002060,2026-05-22,Ministerie van Infrastructuur en Waterstaat,Personeel,CloudWorks BV,29299.05,26857.63,Betaald,Raamovereenkomst,INV-2026-002060,Externe inhuur
TRX-000031,2026-10-26,Ministerie van Economische Zaken,ICT,Insight Partners,1111.57,924.14,Betaald,Aanbesteding,INV-2026-000031,Cybersecuritydiensten
TRX-005992,2026-01-05,Ministerie van Financiën,Reizen,DataSoft BV,3857.52,3577.2,Betaald,Enkelvoudig onderhands,INV-2026-005992,Treinkosten
TRX-003449,2026-04-24,Ministerie van Financiën,Onderzoek,DataSoft BV,3473.42,4030.31,Betaald,Raamovereenkomst,INV-2026-003449,Dataonderzoek
TRX-001654,2026-05-09,Ministerie van Financiën,Advies,Publieke Diensten BV,10809.27,8425.25,Betaald,Aanbesteding,INV-2026-001654,Juridisch advies
TRX-003602,2026-09-05,Ministerie van Financiën,Onderzoek,GovTech Nederland,1690.87,1702.57,Betaald,Raamovereenkomst,INV-2026-003602,Beleidsonderzoek
TRX-005765,2026-05-28,Ministerie van Economische Zaken,Inkoop,Publieke Diensten BV,19794.21,18778.39,Betaald,Aanbesteding,INV-2026-005765,Dienstverlening
TRX-004438,2026-01-05,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,Infra Solutions,2378.63,2301.01,Geannuleerd,Aanbesteding,INV-2026-004438,Strategisch advies
TRX-003757,2026-09-19,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,SecureIT Nederland,3250.69,3519.95,Betaald,Aanbesteding,INV-2026-003757,Strategisch advies
TRX-002487,2026-10-16,Ministerie van Infrastructuur en Waterstaat,Huisvesting,GovTech Nederland,3782.86,4859.47,Openstaand,Enkelvoudig onderhands,INV-2026-002487,Onderhoud gebouw
TRX-003150,2026-07-19,Ministerie van Financiën,Huisvesting,Insight Partners,1949.16,1480.43,Betaald,Meervoudig onderhands,INV-2026-003150,Energievoorziening
TRX-005545,2026-05-03,Ministerie van Economische Zaken,ICT,GovTech Nederland,13278.35,16360.56,Openstaand,Raamovereenkomst,INV-2026-005545,Cybersecuritydiensten
TRX-002803,2026-03-19,Ministerie van Economische Zaken,ICT,SecureIT Nederland,20249.4,16306.27,Openstaand,Raamovereenkomst,INV-2026-002803,Softwarelicenties
TRX-001859,2026-02-16,Ministerie van Financiën,Onderzoek,DataSoft BV,6340.31,5414.74,Betaald,Raamovereenkomst,INV-2026-001859,Dataonderzoek
TRX-003497,2026-02-27,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,Onderzoek & Advies BV,1507.37,1579.37,Betaald,Aanbesteding,INV-2026-003497,Tijdelijke ondersteuning
TRX-006040,2026-08-19,Ministerie van Financiën,ICT,Insight Partners,12376.75,12486.27,Betaald,Raamovereenkomst,INV-2026-006040,Cybersecuritydiensten
TRX-007173,2026-06-08,Ministerie van Economische Zaken,Personeel,Nationale Services,2593.88,2430.39,Betaald,Raamovereenkomst,INV-2026-007173,Personeelsadvies
TRX-007234,2026-09-09,Ministerie van Financiën,Huisvesting,Publieke Diensten BV,2858.66,2493.07,Betaald,Enkelvoudig onderhands,INV-2026-007234,Facilitaire diensten
TRX-003340,2026-04-10,Ministerie van Infrastructuur en Waterstaat,Inkoop,SecureIT Nederland,8154.37,8211.38,Openstaand,Enkelvoudig onderhands,INV-2026-003340,Materiaalinkoop
